Centroid_Longitude,Centroid_Latitude
-60.95,11.1666668
-3.03361,35.94139033
124.37917,5.556951122
124.01199,11.10841
8.716667,4.616668759
0.66666,39.86667198
38.08333,18.56686116
166.133,-77.55000115
109.46067,18.26614
103.52,2.780000005
103.48,2.820000004
99.9,6.330000078
110.3,1.640000132
110.4839038,-66.34125401
99.9,6.400000043
101.35,3.080000109
167.234505,-15.52889703
-63.766998,-42.067001
35.667,34.50000018
0.66666,39.86667001
-76.2,23.83300005
-76.183,23.83300003
13.583,32.75000518
-10.203,54.12700025
-9.616666667,30.21666698
8.21667,55.88333284
-169.883,-19.05000111
-58.133,-62.11700014
-64.58,-64.70017887
-77.88,24.30002789
-76.417,24.95
8.75,37.46667019
-72.96,21.47400268
-67.06667,17.96667561
-170.78333,-14.35
142.2,45.2700001
147.6,-38.00002525
121.9333,-33.80000083
23.208677,38.982923
147.9333,-41.90000202
20.3333,63.75000116
-65.81694,-47.15000068
3.06667,42.21667042
166.933,-76.95000439
-60.849998,-51.15000218
166.432999,-22.51700061
-87.06667,16.11667002
-68.7,-67.86700081
148.38333,-40.36667201
-81.7,12.55000354
140.47,35.95000012
115.7,-32.81670919
54,12.50004264
-58.45,-62.18301825
123.76528,9.547780001
-6.1333,53.40000015
123.9841,10.20678
114.41667,22.20000001
113.95,22.45
-64.433,18.433
118.06667,24.45000559
-45.683,-60.73300013
-61.099998,-52.00000002
-57.833,-51.48300297
-16,28.21666701
103.66667,4.844720064
63.283,-19.717
134.53472,7.579720049
-64.71667,32.3
140,41.43000001
103.95333,2.491670121
-174.45,-19.7835216
100.167,7.883002668
-1.41667,60.55000532
-170.7,-14.31667001
165.38333,-21.63333059
134.58302,7.782880108
123.73444,11.30592
149.7903,15.45989
55.23333,-21.25
-124.38333,49.25007491
-74.5,10.73338258
125.4403,6.662300003
3.21681,42.04005027
69.58333,22.45833359
124.035,9.985280002
-0.66205,37.64659079
131.78333,2.896390437
-61.0833,14.50000006
-1.13,35.73000106
-2.03333,49.15000202
-60.85,14.41670009
-60.8667,14.38330008
-64.367,18.51700001
78.71667,9.000088181
-83.6667,10.93330439
57.7,-20.36700043
14.75,56.15000223
-63.583,-64.86700012
-159.75,-18.86670007
93.02251,12.22353
-64.817,18.45000002
12.91666667,54.66666737
3.73333,51.53333177
5.5,36.60000149
120.16667,23.41669292
-64.85,18.433
170.1,12.25000065
-45.583,-60.55000861
-2.68,43.33001125
15.35,56.1166802
98.6,8.283333078
92.8782,13.53792001
5.25293,53.25245007
-9.8,31.5
-60.917,13.717
116.25,6.250000153
-67.4,-67.88300016
-3.91667,35.2166863
-64.6167,18.4167
123.33492,9.709060001
118.99183,10.3273
-78.5,26.583
117.5667,4.316701555
116.35,6.380000082
117.15,7.283300759
117.25,6.830000843
118,6.033300173
8.26667,55.98333006
118.1667,4.816700212
-172.2167,-13.78330078
115.4167,5.30000028
117.6,6.066703197
118.8333,5.500001224
-64.467,18.5
-64.517,18.38300002
-64.433,18.5
167.833333,-16.50000016
72.46667,-7.316672403
8.25,56.00000004
117.4667,6.533302333
168.38583,-17.5202805
-64.45,18.4
4,51.75000962
-59.58333333,13.06666667
124.15,24.40000004
166.483,-77.21700007
-61.017,-64.16700589
-11.7,28.23333563
-2.383333333,35.0666678
50.764,25.64301359
27.21666667,60.55000063
21.98333333,63.20000167
-6.033333333,4.966667152
-5.6,5.116667402
166.399994,-77.21700302
117.7307733,-8.109938964
127.3,26.20000009
-58.65,-62.2500002
-59.183,-62.30000042
8.51667,55.28339549
39.75,-69.23300052
175.2333333,-40.48333343
11.75,56.18333006
163.0802,-18.43661892
-65.2,-44.03333011
163.555,-19.41141927
166.47,-20.5602195
179.08299,-8.500000284
167.183,-78.11704483
-92.46666667,14.76666706
-107.55,24.44028761
-3.0335,35.93820103
13.71368408,45.70042493
165.5,-21.50033071
166.9597,-22.51256951
10.25,34.33000205
29.08333,36.66668256
-6.343056,49.9183503
-62.9763794,18.268478
14.265096,54.74512212
11.070818,54.60497357
-174.1251,-3.597600002
16.666667,76.56673622
-63.11611,-41.15000009
79.916667,8.933333204
-64.883003,-42.81700185
130.25,33.60000954
-80.32769663,7.94208893
144.93333,13.53000003
101.29,3.020000245
104.16667,2.766670643
101.3,2.950000036
101.26,3.300000003
166.433333,-22.51666761
-13.51667,29.40000269
-62.18333,-40.35000339
116.7928866,-9.045165977
27.7,60.51666686
-64.78,17.77000017
121.58333,23.96667169
109.05973,-7.75045
-61.48278,15.59944005
123.26658,9.186350001
33.0833,31.08331921
30.8333,31.50001516
110.58333,-2.950000054
33.95,36.3666723
92.91903,13.04278
92.71209,12.90375011
101.23,3.350000001
92.86611,12.41459001
-86.51667,15.93397738
114.25,15.5203548
-59.567,13.2
49.58333,27.50005847
129.91667,-4.559090031
-61.299999,-51.00000001
-60.966999,-51.04999901
-15.866667,30.15000008
29.91667,36.16667453
103.91167,2.694720192
0.87197,51.76515038
33.08333,46.00004888
103.95167,2.55111011
115.13667,5.188330215
115.14333,5.202780234
22.35,32.78333302
35.23,33.29800013
-4.63333,55.93333148
61.5,25.1666888
-66.2,17.95000048
114.41667,22.55000006
39.341,-4.839008576
125.26958,6.061440001
-2.25,49.71667672
123.73361,9.591110001
123.92087,11.06025
124.01395,10.05673
120.01096,16.34679
123.62917,11.07739
123.32847,10.23914
123.38269,9.863390002
123.64911,9.212030002
123.19233,9.49353
123.25764,9.179140001
124.08497,10.1856
123.26324,9.18826
-17.131,14.56500014
-62.233,16.717
28.67,36.95000413
114.3,22.53300001
92.88083,12.83167004
92.71862,12.25737
92.8057,12.92709
92.70445,12.88708001
92.82861,12.9132
92.73889,12.27167
92.7532,11.95486009
92.72875,12.72917001
92.97597,13.64903038
-2.646379041,36.75000043
-5.64073,36.03099362
11.16667,57.48333459
-116.6333333,31.73333412
-27.95,38.63333337
92.67945,12.84889002
92.7318,11.14278
164.5663,-20.41197361
92.6825,12.86111001
92.71444,12.26347013
93.07611,13.43139
93.08056,13.36556
-75.933,24.58300004
10.63333,57.4833324
-77.333,26.9
-71.65,21.167
-97.58,24.73007572
-77.5,4.830000398
-60.8333,14.46670005
93.91667,21.16668489
-106.08,22.88000145
13.71138,45.70194007
98.91667,7.96667158
99.98333,13.35001101
-87.2167,12.8833099
-60.962,13.72400001
-58.21667,-34.81667383
-83.75,11.91670967
-63.1167,18.50000009
-64.7167,32.3167
114.2,22.46667001
114,22.48333
3,39.31667066
-64.25,18.65000054
-62.667,17.25000043
-60.95,14.06700001
-60.969,14.03400001
-57.33333,-37.66668103
7.5,43.66667001
-64.48333,-43.08333051
114.2,22.18333006
49.5,-16.17002156
114.21667,22.23333
-61.35,12.61700046
-67.13,18.00000004
-63.158,18.27900058
-63.25,18.28333018
-58.56667,-34.40000008
26.73333,38.68333052
-62.167,-63.45012112
-87.38333,15.81443169
-97.68306,13.33306003
-61.0667,14.68330006
92.81695,13.41722004
14.38333,54.8000083
17.5667,42.9500058
29,44.83364301
-62.98333,18.25000002
109.52386,18.25436001
109.83425,19.96491067
-61.0667,10.38330061
103.9625,2.476940118
123.58721,9.864960001
-18.0048,27.64271021
99.40000001,7.366674549
7.433,43.733
6.08333,36.88333024
-90.37,20.75001642
-178.95,-17.35000011
3.33333,36.76667034
-61.0167,14.53330009
-8.783333,41.60000019
147.5,-42.78333159
100.53,4.250000003
-8.81667,43.31667005
35.55,46.53334285
32.96666667,34.61666747
134.35361,7.24583
9.75,1.216667558
93.01722,13.33806
-87.62,19.50012298
-96.38,19.60000027
-114.08,27.75001028
36.8,46.73333104
-112.18,24.73001305
109.65394,18.22755003
121.5,39.04000048
55.333333,25.26666708
16.5,-28.66667015
124.05,10.26667056
122.6800003,37.97000179
-67.478177,-55.75320933
-98.5,16.30000001
-7.11667,52.16667026
36.2,-18.7169005
-95.51666667,18.66666702
104.6,-1.950000013
-10.75,6.300000128
10.73333333,33.70000082
118.4,24.45000092
123.82757,10.76407
4.7,5.7833349
-58.35,-34.6166668
-96.16666667,19.16666669
134.477,7.534000907
-86.8,20.58333824
5.466667,58.91667346
6.46667,62.7500002
-77.25,26.00000535
-5,36.00003671
134.47786,7.536880034
-57.25,-36.25009634
-66.75,11.83335369
-87.35,15.73333168
-61.49,10.08000018
35.2,46.2167025
-122.68333,37.91667019
-74.48333,10.75004027
36.08333,41.60001043
-58.783,-51.60000001
-4.2,51.10000959
-68.383,12.23300068
-61.52,10.77
-54,-33.50007113
-76.65,24.51700886
123.48769,12.74639
124.04444,10.25778
3.5,36.75000005
-64.7,32.3167
34.25,46.11671513
35,45.66676166
38.13333,47.05000082
124.00627,10.40206
31.93333,46.2333515
18.86667,-34.23336789
123.50839,9.706560001
93.03987,13.34056001
93.05639,13.63667008
-87.41667,13.33333876
92.7318,11.95500002
-86.76667,10.83333001
92.87708,13.43445
92.74209,11.96139
92.70208,12.85348005
92.225,10.97000002
92.66,12.78000001
-60.883,14.00000001
134.46884,7.294270041
-6.8,34.08300024
109.55677,18.17641008
-58.5,-34.46667001
120.8,21.96694003
119.5,23.36700001
8.86667,37.46667112
-1.95,57.33333027
-8,51.83333006
165.45833,-21.65833002
166.38333,-22.38333
166.83333,-22.36667003
-75.66,23.47000126
-68.6,-49.91667379
-44.75,-0.500000159
167.833333,-16.50000002
23.65,60.03333352
-3.2,5.116667961
-3.4,5.166667357
40.06694,-3.333060756
-16.6667,13.25000001
10.91666667,33.66667099
-105.2666667,19.73333348
-93.58333333,15.80000134
23.16666667,59.81671871
163.267,-66.95000005
3.366667,51.35000009
-170.41667,-19.08333001
-169.8333333,-19.083333
47.7,-14.16669053
-64.483,18.38300002
-64.367,18.53300001
166.83333,-22.33333
12.75,-5.750003514
0.866666,39.13334878
19.348,41.89100001
139,42.15000009
141,43.25000001
136,35.50000001
123.88333,24.30550002
103.85,1.216670011
134.62722,8.171940129
134.62477,7.531610007
166.38333,-22.26667001
-64.75,32.26667
-2.38214,51.75341083
-158.9667,-19.35000014
-171.75,-13.81700002
-171.6,-14.08300019
-171.8667,-13.98330084
-70.32,42.40010831
153.16667,-27.3333613
145.33333,-38.33335923
-167.89,53.89082574
9.20369,41.35305466
-119.73,33.7601724
-155.3333,19.50001874
-80.91667,25.36683126
-123.38333,38.15000121
-3.73333,57.63333196
-7.36667,57.53333405
-2.56667,59.2666714
-6.8667,56.5000016
-7.33333,57.31667286
-3.08333,56.40000571
-5.9,54.63333033
159.1,-29.68338732
150.65,-17.06695238
-81.01545622,-2.185027306
152.9,-25.46669368
1.41667,51.98333068
0.41666,38.16667062
144.6,-38.06667968
19.36666667,40.86668981
19.36667,40.6833307
-86.98333,5.533335105
151.1667,-34.00000014
-157.330002,2.000000001
-171.5123,-3.589500001
173.15,1.366700001
-157.332993,2.000000001
-157.33333,2.00000059
-154.9369,-4.010700048
-157.332993,2
162.95,5.283333354
158.21925,6.777690001
155.29167,7.500000003
158.191783,6.97242533
158.10833,6.950000009
162.95693,5.353060113
144.66694,13.31700032
144.93333,13.58333026
144.81694,13.56694
144.61694,13.41694001
144.70444,13.47611005
144.68333,13.45000002
144.71361,13.24528006
143.85001,17.32000007
